reading_id,device_id,timestamp,pm25_raw,pm10_raw,co_raw,temperature,humidity,no2_mv,no2_raw
1911,device_02,2025-11-12 15:53:44.895099,0,0,1088,27.6,40,744.8,734
1912,device_01,2025-11-12 15:53:51.265662,0,0,46,27.5,41,691.3,708
1913,device_03,2025-11-12 15:54:00.622585,0,0,109,26.5,43,671.7,658
1914,device_04,2025-11-12 15:54:23.490754,0,0,9,26.2,46,732.8,719
1915,device_05,2025-11-12 15:54:24.979758,0,0,152,24.4,49.8,497.1,438
1916,device_02,2025-11-12 15:54:45.008012,0,0,1087,27.4,40,743.8,730
1917,device_01,2025-11-12 15:54:51.305507,0,0,46,27.4,41,689.3,704
1918,device_03,2025-11-12 15:55:00.648543,0,0,107,26.5,42.2,669.4,655
1919,device_04,2025-11-12 15:55:23.488566,0,0,9,26.2,46,738.5,724
1920,device_05,2025-11-12 15:55:25.344251,0,0,153,24.3,50,500.5,437
1921,device_02,2025-11-12 15:55:44.94834,0,0,1085,27.5,40,740.8,729
1922,device_01,2025-11-12 15:55:51.410124,16,18,46,27.5,41,686.8,702
1923,device_03,2025-11-12 15:56:00.866624,0,0,106,26.5,42,667,651
1924,device_04,2025-11-12 15:56:23.607688,0,0,9,26.2,45.6,733,721
1925,device_05,2025-11-12 15:56:24.983236,0,0,151,24.2,50,494.9,434
1926,device_02,2025-11-12 15:56:44.929663,0,0,1085,27.2,40,739.5,726
1927,device_01,2025-11-12 15:56:51.25132,0,0,46,27.3,41,684.7,700
1928,device_03,2025-11-12 15:57:00.88066,0,0,105,26.4,42,666.3,649
1929,device_04,2025-11-12 15:57:23.515349,0,0,8,26.2,45,732.5,720
1930,device_05,2025-11-12 15:57:25.063581,0,0,150,24.1,50,490.7,428
1931,device_02,2025-11-12 15:57:45.133408,0,0,1082,27.4,40,734.8,723
1932,device_01,2025-11-12 15:57:51.404425,0,0,45,27.4,41,683.5,698
1933,device_03,2025-11-12 15:58:00.722201,0,0,104,26.4,42,661.9,647
1934,device_04,2025-11-12 15:58:23.529033,12,12,8,26.2,45,732,717
1935,device_05,2025-11-12 15:58:25.078203,0,0,150,24,50.1,489.5,424
1936,device_02,2025-11-12 15:58:44.965261,0,0,1083,27.4,40,732.2,718
1937,device_01,2025-11-12 15:58:51.324127,0,0,46,27.4,41,682,698
1938,device_03,2025-11-12 15:59:00.675095,0,0,104,26.5,42,661,646
1939,device_04,2025-11-12 15:59:23.524025,0,0,8,26.2,45,726.2,714
1940,device_05,2025-11-12 15:59:24.990418,0,0,150,24,50.1,484.7,423
1941,device_02,2025-11-12 15:59:45.485593,0,0,1080,27.4,40,734.1,720
1942,device_01,2025-11-12 15:59:51.32633,0,0,46,27.4,40.1,679.9,696
1943,device_03,2025-11-12 16:00:00.690448,0,0,104,26.5,42,661.6,645
1944,device_04,2025-11-12 16:00:23.521743,0,0,8,26.2,45,727.9,714
1945,device_05,2025-11-12 16:00:25.00245,0,0,149,23.9,50.1,488.8,425
1946,device_02,2025-11-12 16:00:45.090735,0,0,1080,27.5,40,733.9,721
1947,device_01,2025-11-12 16:00:51.288873,0,0,45,27.5,40,679.3,692
1948,device_03,2025-11-12 16:01:00.683759,0,0,102,26.4,42,661.5,644
1949,device_04,2025-11-12 16:01:23.516546,0,0,8,26.2,45,727.4,711
1950,device_05,2025-11-12 16:01:25.211184,0,0,151,23.9,50.1,496.4,434
1951,device_02,2025-11-12 16:01:45.577434,0,0,1083,27.5,40,735.4,721
1952,device_01,2025-11-12 16:01:51.41062,0,0,44,27.5,40,680.8,694
1953,device_03,2025-11-12 16:02:00.712726,0,0,102,26.4,42,658.5,642
1954,device_04,2025-11-12 16:02:23.616851,0,0,7,26.2,45,727.5,712
1955,device_05,2025-11-12 16:02:25.113815,0,0,151,23.9,50,491.2,429
1956,device_02,2025-11-12 16:02:45.0941,0,0,1081,27.5,40,733.6,723
1957,device_01,2025-11-12 16:02:51.467268,0,0,45,27.2,40.2,679.4,693
1958,device_03,2025-11-12 16:03:00.874466,0,0,102,26.4,42,658.1,639
1959,device_04,2025-11-12 16:03:23.512062,0,0,8,26.2,45,727.9,714
1960,device_05,2025-11-12 16:03:25.006502,0,0,151,23.9,50,492.1,429
1961,device_02,2025-11-12 16:03:45.128402,0,0,1081,27.4,40,733.2,719
1962,device_01,2025-11-12 16:03:51.450424,0,0,45,26.7,41,678.9,694
1963,device_03,2025-11-12 16:04:00.918061,0,0,102,26.4,42,655.9,641
1964,device_04,2025-11-12 16:04:23.553907,0,0,8,26.1,45,728.3,716
1965,device_05,2025-11-12 16:04:24.982367,17,17,150,23.9,50,492.7,430
1966,device_02,2025-11-12 16:04:45.005653,0,0,1082,27.4,40,731.2,716
1967,device_01,2025-11-12 16:04:51.519912,0,0,46,26.3,41,678.9,692
1968,device_03,2025-11-12 16:05:00.971264,0,0,101,26.6,42,657,642
1969,device_04,2025-11-12 16:05:23.535149,0,0,7,25.8,45,723.5,710
1970,device_05,2025-11-12 16:05:25.241504,0,0,150,23.8,49.9,484.4,422
1971,device_02,2025-11-12 16:05:45.537915,0,0,1079,27.5,40,730.1,717
1972,device_01,2025-11-12 16:05:51.250544,0,0,44,26.5,40.6,675,687
1973,device_03,2025-11-12 16:06:00.678104,0,0,98,26.5,41.2,655.3,637
1974,device_04,2025-11-12 16:06:23.561551,0,0,8,25.8,45,722,706
1975,device_05,2025-11-12 16:06:24.957772,0,0,149,23.8,49.8,483,416
1976,device_02,2025-11-12 16:06:44.92102,0,0,1077,26.6,40,729.7,714
1977,device_01,2025-11-12 16:06:51.239039,0,0,44,26.4,40,675.2,688
1978,device_03,2025-11-12 16:07:00.693846,0,0,100,26.6,41,655.5,636
1979,device_04,2025-11-12 16:07:24.474489,0,0,7,25.8,45,721.7,707
1980,device_05,2025-11-12 16:07:24.97741,0,0,149,23.8,49.8,483.5,419
1981,device_02,2025-11-12 16:07:45.003622,1,2,1078,26.4,40,728.6,717
1982,device_01,2025-11-12 16:07:51.281415,0,0,43,26.2,40,675,688
1983,device_03,2025-11-12 16:08:00.673099,0,0,98,26.4,41,652.6,635
1984,device_04,2025-11-12 16:08:23.62383,0,0,7,25.8,44.7,725.7,711
1985,device_05,2025-11-12 16:08:24.967444,0,0,150,23.7,49.9,487.9,424
1986,device_02,2025-11-12 16:08:44.989282,0,0,1077,26.4,40,730.3,717
1987,device_01,2025-11-12 16:08:51.229779,0,0,44,26.6,40,675.5,689
1988,device_03,2025-11-12 16:09:00.728929,0,0,99,26.4,41,654.1,637
1989,device_04,2025-11-12 16:09:23.782352,0,0,7,25.8,44.1,722.8,708
1990,device_05,2025-11-12 16:09:24.954441,0,0,150,23.7,49.8,486,422
1991,device_02,2025-11-12 16:09:45.490614,0,0,1077,26.4,40,728,713
1992,device_01,2025-11-12 16:09:51.594776,0,0,45,26.4,40,674.5,688
1993,device_03,2025-11-12 16:10:00.857204,0,0,98,26.4,41,651.7,637
1994,device_04,2025-11-12 16:10:23.532423,0,0,7,25.8,44,726.3,711
1995,device_05,2025-11-12 16:10:24.971293,17,17,147,23.6,49.8,489.5,426
1996,device_02,2025-11-12 16:10:45.018109,0,0,1076,26.6,40,725.5,713
1997,device_01,2025-11-12 16:10:51.302354,0,0,44,26.6,40,674.9,688
1998,device_03,2025-11-12 16:11:00.740316,0,0,97,26.4,41,653.2,634
1999,device_04,2025-11-12 16:11:23.516401,0,0,7,25.8,44,723.2,707
2000,device_05,2025-11-12 16:11:25.101802,0,0,149,23.6,49.7,485.6,419
2001,device_02,2025-11-12 16:11:45.244229,0,0,1076,26.4,39.2,726.3,711
2002,device_01,2025-11-12 16:11:51.378636,0,0,44,26.5,40,672.2,686
2003,device_03,2025-11-12 16:12:00.754263,0,0,97,26.4,41,652.3,632
2004,device_04,2025-11-12 16:12:23.537963,0,0,7,25.8,44,720.1,704
2005,device_05,2025-11-12 16:12:25.093883,0,0,148,23.6,49.6,481.8,417
2006,device_02,2025-11-12 16:12:44.995593,0,0,1075,26.4,39.1,725.5,713
2007,device_01,2025-11-12 16:12:51.281374,0,0,45,26.6,40,672.6,685
2008,device_03,2025-11-12 16:13:00.965795,0,0,95,26.4,41,651.9,631
2009,device_04,2025-11-12 16:13:23.535484,0,0,7,25.8,44,715.9,701
2010,device_05,2025-11-12 16:13:24.965308,0,0,149,23.6,49.6,480.2,415
2011,device_02,2025-11-12 16:13:45.215225,0,0,1075,26.3,39,725.2,709
2012,device_01,2025-11-12 16:13:51.329278,0,0,45,26.4,40,670.6,684
2013,device_03,2025-11-12 16:14:00.717562,0,0,96,26.3,41,648,627
2014,device_04,2025-11-12 16:14:23.55669,0,0,6,25.8,44,717.4,700
2015,device_05,2025-11-12 16:14:24.990285,0,0,149,23.5,49.6,482.8,416
2016,device_02,2025-11-12 16:14:44.974277,0,0,1074,26.4,39,724.2,708
2017,device_01,2025-11-12 16:14:51.376173,0,0,44,26.3,40,672,684
2018,device_03,2025-11-12 16:15:00.794805,0,0,95,26.4,41,647.3,629
2019,device_04,2025-11-12 16:15:23.589619,0,0,6,25.8,44,719.8,702
2020,device_05,2025-11-12 16:15:25.128108,16,16,148,23.5,49.6,480.4,417
2021,device_02,2025-11-12 16:15:45.669261,0,0,1074,26.6,39,722,704
2022,device_01,2025-11-12 16:15:51.47867,0,0,44,26.3,40,670.7,682
2023,device_03,2025-11-12 16:16:00.723336,0,0,93,26.5,41,647.1,631
2024,device_04,2025-11-12 16:16:23.592496,0,0,7,25.8,44,714.6,699
2025,device_05,2025-11-12 16:16:24.982036,16,16,148,23.5,49.5,477.9,410
2026,device_02,2025-11-12 16:16:44.969958,0,0,1075,26.4,39,723,709
2027,device_01,2025-11-12 16:16:51.262628,0,0,44,26.5,40,669.9,680
2028,device_03,2025-11-12 16:17:00.823607,0,0,94,26.5,41,648.5,627
2029,device_04,2025-11-12 16:17:23.547964,0,0,7,25.8,44,716.8,698
2030,device_05,2025-11-12 16:17:24.996129,0,0,148,23.5,49.5,478.2,410
2031,device_02,2025-11-12 16:17:45.473457,0,0,1071,26.4,39,720.6,706
2032,device_01,2025-11-12 16:17:51.249685,0,0,44,26.5,40,669.2,680
2033,device_03,2025-11-12 16:18:00.80707,0,0,93,26.5,41,644.5,624
2034,device_04,2025-11-12 16:18:23.527971,0,0,7,25.8,44,715.3,695
2035,device_05,2025-11-12 16:18:25.050725,0,0,148,23.4,49.5,476.4,412
2036,device_02,2025-11-12 16:18:45.105966,0,0,1073,26.4,39,722.3,706
2037,device_01,2025-11-12 16:18:51.285311,0,0,44,26.5,40,667.5,678
2038,device_03,2025-11-12 16:19:00.688887,0,0,90,26.4,41,646,627
2039,device_04,2025-11-12 16:19:23.533138,0,0,6,25.8,44,714.8,698
2040,device_05,2025-11-12 16:19:25.147019,0,0,148,23.4,49.5,479.8,413
2041,device_02,2025-11-12 16:19:44.939571,0,0,1072,26.5,39,720.5,705
2042,device_01,2025-11-12 16:19:51.234306,0,0,44,26.6,40,668.9,679
2043,device_03,2025-11-12 16:20:00.881773,0,0,93,26.4,40.7,641.8,624
2044,device_04,2025-11-12 16:20:23.640419,0,0,6,25.8,44,712.2,697
2045,device_05,2025-11-12 16:20:25.059696,0,0,149,23.4,49.4,477,411
2046,device_02,2025-11-12 16:20:45.102057,0,0,1071,26.4,39,719.8,704
2047,device_01,2025-11-12 16:20:51.239357,0,0,44,26.5,40,668,679
2048,device_03,2025-11-12 16:21:00.720537,0,0,91,26.5,40,642.8,623
2049,device_04,2025-11-12 16:21:24.360398,0,0,6,25.8,44,716.9,702
2050,device_05,2025-11-12 16:21:25.152811,0,0,148,23.4,49.4,482,417
2051,device_02,2025-11-12 16:21:44.992083,0,0,1072,26.5,39,721.3,703
2052,device_01,2025-11-12 16:21:51.274552,0,0,44,26.5,40,669,680
2053,device_03,2025-11-12 16:22:01.220432,0,0,91,26.3,40,643.3,624
2054,device_04,2025-11-12 16:22:23.65077,0,0,7,25.8,44,713.8,695
2055,device_05,2025-11-12 16:22:25.008831,0,0,148,23.4,49.3,479.3,412
2056,device_02,2025-11-12 16:22:44.94558,0,0,1071,26.6,39,719.6,706
2057,device_01,2025-11-12 16:22:51.255357,0,0,44,26.4,40,665.5,677
2058,device_03,2025-11-12 16:23:00.691556,0,0,90,26.5,40,640.5,620
2059,device_04,2025-11-12 16:23:24.603308,0,0,6,25.8,44,715.7,696
2060,device_05,2025-11-12 16:23:25.000454,0,0,147,23.4,49.2,476.5,410
2061,device_02,2025-11-12 16:23:44.955335,0,0,1070,26.6,38.7,719.5,704
2062,device_03,2025-11-12 16:24:01.122204,0,0,90,26.5,40,641.2,620
2063,device_04,2025-11-12 16:24:23.653026,0,0,6,25.8,44,713.2,697
2064,device_05,2025-11-12 16:24:25.149947,0,0,147,23.4,49.2,477.7,412
2065,device_02,2025-11-12 16:24:45.026836,0,0,1070,26.4,38,720.5,702
2066,device_04,2025-11-12 16:25:24.458253,0,0,7,25.8,44,712.1,694
2067,device_05,2025-11-12 16:25:25.126084,0,0,146,23.3,49.2,473.1,408
2068,device_05,2025-11-12 16:26:25.205483,0,0,146,23.3,49.1,473.6,409
2069,device_01,2025-11-12 16:28:51.223845,0,0,38,26.4,39,674.6,686
2070,device_01,2025-11-12 16:29:51.817587,0,0,43,26.3,39,666.7,676
2071,device_03,2025-11-12 16:30:00.707258,0,0,81,26.3,40,643.4,622
2072,device_02,2025-11-12 16:30:44.967811,0,0,1071,26.5,38,729.3,714
2073,device_01,2025-11-12 16:30:51.735169,0,0,43,26.5,39,664.4,673
2074,device_03,2025-11-12 16:31:00.853853,0,0,83,26.5,40,642.8,620
2075,device_04,2025-11-12 16:31:23.628687,0,0,3,25.4,43,714,695
2076,device_02,2025-11-12 16:31:45.207615,0,0,1068,26.4,38,716.3,699
2077,device_01,2025-11-12 16:31:51.261123,0,0,44,26.4,39,663.6,673
2078,device_03,2025-11-12 16:32:00.825957,0,0,85,26.3,40,639.9,617
2079,device_04,2025-11-12 16:32:23.607979,0,0,5,25.3,43,712.3,696
2080,device_05,2025-11-12 16:32:25.06318,0,0,138,23.2,48.8,480.8,416
2081,device_02,2025-11-12 16:32:45.250584,0,0,1067,26.5,38,715.5,700
2082,device_01,2025-11-12 16:32:51.351192,0,0,44,26.5,39,663.6,675
2083,device_03,2025-11-12 16:33:00.735617,0,0,85,26.4,40,638.6,617
2084,device_04,2025-11-12 16:33:23.587788,0,0,5,25.3,43,712.2,695
2085,device_05,2025-11-12 16:33:25.024891,0,0,145,23.2,48.9,474.5,409
2086,device_02,2025-11-12 16:33:45.17773,0,0,1069,26.3,38,716.1,697
2087,device_01,2025-11-12 16:33:51.325796,0,0,44,26.5,39,664.2,674
2088,device_03,2025-11-12 16:34:01.331396,0,0,87,26.4,40,638.4,615
2089,device_04,2025-11-12 16:34:23.780664,0,0,6,25.3,43,710.9,692
2090,device_05,2025-11-12 16:34:25.02428,0,0,146,23.2,48.9,472.5,407
2091,device_02,2025-11-12 16:34:44.968995,0,0,1068,26.5,38,714.2,697
2092,device_01,2025-11-12 16:34:51.432874,0,0,44,26.3,39,663.2,673
2093,device_03,2025-11-12 16:35:00.750118,0,0,85,26.5,40,636.3,614
2094,device_04,2025-11-12 16:35:23.845417,0,0,6,25.3,43,711,692
2095,device_05,2025-11-12 16:35:25.053772,0,0,145,23.2,48.8,479,411
2096,device_02,2025-11-12 16:35:45.602634,0,0,1066,26.4,38,714.8,696
2097,device_01,2025-11-12 16:35:51.223253,0,0,43,26.3,39,664.5,675
2098,device_03,2025-11-12 16:36:00.818205,0,0,84,26.4,40,635.2,613
2099,device_04,2025-11-12 16:36:23.776005,0,0,6,25.3,43,710.4,693
2100,device_05,2025-11-12 16:36:25.211358,0,0,147,23.2,48.7,476.5,411
2101,device_02,2025-11-12 16:36:45.125649,0,0,1068,26.5,38,716.4,698
2102,device_01,2025-11-12 16:36:52.000775,0,0,44,26.4,39,663.7,672
2103,device_03,2025-11-12 16:37:00.866832,0,0,85,26.4,40,636.8,612
2104,device_04,2025-11-12 16:37:23.896557,0,0,5,25.3,43,710.4,692
2105,device_05,2025-11-12 16:37:25.044226,0,0,146,23.2,48.7,472.9,407
2106,device_02,2025-11-12 16:37:45.313407,0,0,1066,26.5,38,714.1,698
2107,device_01,2025-11-12 16:37:51.541373,0,0,43,26.4,39,662.2,671
2108,device_03,2025-11-12 16:38:01.606831,0,0,84,26.5,40,632.8,612
2109,device_04,2025-11-12 16:38:23.662463,0,0,6,25.3,43,707.2,690
2110,device_05,2025-11-12 16:38:25.010855,0,0,146,23.2,48.7,472.2,404
2111,device_02,2025-11-12 16:38:44.980771,0,0,1065,26.3,37.8,715.2,697
2112,device_01,2025-11-12 16:38:51.20826,0,0,43,26.5,39,663.5,673
2113,device_03,2025-11-12 16:39:00.722027,0,0,84,26.5,40,633.2,609
2114,device_04,2025-11-12 16:39:23.560394,0,0,5,25.3,43,712.9,693
2115,device_05,2025-11-12 16:39:24.954571,0,0,146,23.2,48.7,475.5,408
2116,device_02,2025-11-12 16:39:45.951859,0,0,1063,26.3,37.4,714.3,696
2117,device_01,2025-11-12 16:39:51.4157,0,0,44,26.4,39,660.7,671
2118,device_03,2025-11-12 16:40:00.70925,0,0,84,26.6,40,634,609
2119,device_04,2025-11-12 16:40:23.588576,0,0,5,25.3,43,706.5,689
2120,device_05,2025-11-12 16:40:24.95491,0,0,146,23.1,48.7,469.9,402
2121,device_02,2025-11-12 16:40:44.935787,0,0,1063,26.6,37.5,714.1,696
2122,device_01,2025-11-12 16:40:51.36629,0,0,44,26.3,39,660.4,670
2123,device_03,2025-11-12 16:41:00.711731,0,0,83,26.4,40,632.5,607
2124,device_04,2025-11-12 16:41:23.821046,0,0,5,25.3,43,703.8,685
2125,device_05,2025-11-12 16:41:25.04353,0,0,145,23.1,48.6,469.2,401
2126,device_02,2025-11-12 16:41:45.205428,0,0,1065,26.4,37,712.6,696
2127,device_01,2025-11-12 16:41:51.488925,0,0,44,26.5,39,657.6,666
2128,device_03,2025-11-12 16:42:00.861297,0,0,82,26.4,39.8,629.9,606
2129,device_04,2025-11-12 16:42:23.557861,0,0,5,25.3,43,701.4,681
2130,device_05,2025-11-12 16:42:24.978318,0,0,146,23.1,48.6,466.1,397
2131,device_02,2025-11-12 16:42:45.049149,0,0,1063,26.4,37,711.1,695
2132,device_01,2025-11-12 16:42:51.20304,0,0,43,26.4,39,658.2,667
2133,device_03,2025-11-12 16:43:00.880905,0,0,83,26.1,39.4,629.3,603
2134,device_04,2025-11-12 16:43:23.954741,0,0,5,25.3,43,702.1,682
2135,device_05,2025-11-12 16:43:24.970846,8,8,146,23,48.7,466,396
2136,device_02,2025-11-12 16:43:45.335908,0,0,1065,26.2,37,712.5,694
2137,device_01,2025-11-12 16:43:51.437931,0,0,44,26.6,38.3,658,666
2138,device_03,2025-11-12 16:44:01.542757,0,0,82,25.6,40,628.8,605
2139,device_04,2025-11-12 16:44:23.592578,0,0,5,25.3,43,702.6,680
2140,device_05,2025-11-12 16:44:25.188038,0,0,145,23,48.7,464.5,397
2141,device_02,2025-11-12 16:44:44.96849,0,0,1062,26.5,37,710.9,693
2142,device_01,2025-11-12 16:44:51.216584,9,10,44,26.3,38,657.7,665
2143,device_03,2025-11-12 16:45:00.711239,0,0,82,25.5,40,627.7,602
2144,device_04,2025-11-12 16:45:23.562543,0,0,5,25.3,43,702.2,684
2145,device_05,2025-11-12 16:45:24.96976,0,0,146,23,48.7,466,398
2146,device_02,2025-11-12 16:45:45.318402,0,0,1062,26.6,37,711.5,693
2147,device_01,2025-11-12 16:45:51.768974,0,0,43,26.3,38,657.5,665
2148,device_03,2025-11-12 16:46:00.725192,0,0,82,25.5,40,628.9,606
2149,device_04,2025-11-12 16:46:23.77285,0,0,5,25.3,43,705,685
2150,device_05,2025-11-12 16:46:24.998241,0,0,146,23,48.7,469.9,401
2151,device_02,2025-11-12 16:46:44.984889,0,0,1060,26.5,37,711.7,694
2152,device_01,2025-11-12 16:46:51.250886,0,0,43,26.3,38,658.7,667
2153,device_03,2025-11-12 16:47:00.903215,0,0,82,25.8,40,630.1,605
2154,device_04,2025-11-12 16:47:23.667824,7,7,5,25.3,43,703.9,683
2155,device_05,2025-11-12 16:47:25.013428,0,0,146,23,48.7,471.7,406
2156,device_02,2025-11-12 16:47:45.204213,0,0,1061,26.5,37,710.2,694
2157,device_01,2025-11-12 16:47:51.412341,0,0,44,26.3,38,658.5,667
2158,device_03,2025-11-12 16:48:00.681527,0,0,82,25.5,40,629.6,602
2159,device_04,2025-11-12 16:48:23.563263,0,0,6,25.3,43,703.1,685
2160,device_05,2025-11-12 16:48:25.027587,0,0,146,23,48.7,473,405
2161,device_02,2025-11-12 16:48:44.976713,0,0,1062,26.6,37,712.1,693
2162,device_01,2025-11-12 16:48:51.182263,0,0,42,26.5,38,658,667
2163,device_03,2025-11-12 16:49:00.77921,0,0,81,25.4,40,628.1,602
2164,device_04,2025-11-12 16:49:23.593878,0,0,5,25.3,43,704.7,686
2165,device_05,2025-11-12 16:49:24.983744,0,0,147,23,48.7,469.6,404
2166,device_02,2025-11-12 16:49:45.571649,0,0,1061,26.3,37,711.9,694
2167,device_01,2025-11-12 16:49:51.265727,0,0,44,26.3,38,658.6,666
2168,device_03,2025-11-12 16:50:02.737726,0,0,80,25.4,40,626.5,600
2169,device_04,2025-11-12 16:50:23.579765,0,0,5,25.3,43,704,684
2170,device_05,2025-11-12 16:50:25.116415,0,0,147,23,48.7,472.7,407
2171,device_02,2025-11-12 16:50:45.087477,0,0,1061,26.4,37,711.8,693
2172,device_01,2025-11-12 16:50:51.293998,10,10,44,26.3,38,659.4,667
2173,device_03,2025-11-12 16:51:00.989406,6,6,81,25.5,40,624,599
2174,device_04,2025-11-12 16:51:23.596926,0,0,5,25.3,43,699.7,679
2175,device_05,2025-11-12 16:51:25.026909,0,0,147,23,48.6,465.9,397
2176,device_02,2025-11-12 16:51:45.214617,0,0,1060,26.5,37,708.9,689
2177,device_01,2025-11-12 16:51:51.396065,0,0,43,26.4,38,658,666
2178,device_03,2025-11-12 16:52:00.815824,0,0,80,25.4,39.6,625.9,601
2179,device_04,2025-11-12 16:52:23.763723,0,0,6,25.3,43,697.9,677
2180,device_05,2025-11-12 16:52:25.023811,0,0,146,23,48.5,459.4,389
2181,device_02,2025-11-12 16:52:45.027467,0,0,1057,26.5,37,706.3,687
2182,device_01,2025-11-12 16:52:51.261762,0,0,44,26.5,38,657.1,665
2183,device_03,2025-11-12 16:53:00.83724,0,0,80,25.6,39,624.1,601
2184,device_04,2025-11-12 16:53:23.590733,7,8,5,25.3,43,696.8,674
2185,device_05,2025-11-12 16:53:25.023659,0,0,146,22.9,48.5,457.1,387
2186,device_02,2025-11-12 16:53:46.600861,0,0,1060,26.4,37,710,690
2187,device_01,2025-11-12 16:53:51.262316,0,0,44,26.5,38,657.1,665
2188,device_03,2025-11-12 16:54:01.327111,0,0,81,25.4,39,624.1,600
2189,device_04,2025-11-12 16:54:23.744337,0,0,5,25.3,43,700.1,683
2190,device_05,2025-11-12 16:54:24.98279,0,0,146,22.9,48.6,467.6,398
2191,device_02,2025-11-12 16:54:45.052756,0,0,1058,26.4,37,709.2,691
2192,device_01,2025-11-12 16:54:51.220209,0,0,43,26.5,38,658.1,666
2193,device_03,2025-11-12 16:55:00.730888,0,0,81,25.4,39,625.4,602
2194,device_04,2025-11-12 16:55:23.553814,0,0,5,25.3,43,701.6,681
2195,device_05,2025-11-12 16:55:24.954687,0,0,146,22.9,48.6,464.5,395
2196,device_02,2025-11-12 16:55:45.2035,0,0,1059,26.5,37,708.1,689
2197,device_01,2025-11-12 16:55:51.395662,0,0,44,26.5,38,656.9,666
2198,device_03,2025-11-12 16:56:01.041001,0,0,79,25.5,39,627.3,604
2199,device_04,2025-11-12 16:56:23.585695,0,0,5,25.3,43,699,677
2200,device_05,2025-11-12 16:56:25.017716,0,0,146,22.9,48.5,462.1,391
2201,device_02,2025-11-12 16:56:44.936176,0,0,1054,26.4,37,702.2,683
2202,device_01,2025-11-12 16:56:51.339266,9,9,44,26.5,38,655.5,662
2203,device_03,2025-11-12 16:57:00.870225,6,7,80,25.5,39,627.1,601
2204,device_04,2025-11-12 16:57:23.796852,0,0,5,25.3,43,697.6,675
2205,device_05,2025-11-12 16:57:25.071759,0,0,145,22.9,48.5,462.6,394
2206,device_02,2025-11-12 16:57:45.577424,0,0,1057,26.4,37,707.6,690
2207,device_01,2025-11-12 16:57:51.256247,0,0,43,26.4,38,656,662
2208,device_03,2025-11-12 16:58:01.655132,0,0,80,25.5,39,625.5,600
2209,device_04,2025-11-12 16:58:23.567417,0,0,5,25.3,43,697.8,677
2210,device_05,2025-11-12 16:58:25.014072,0,0,145,22.9,48.5,462.6,394
2211,device_02,2025-11-12 16:58:45.017705,0,0,1059,26.4,37,709.6,689
2212,device_01,2025-11-12 16:58:51.266424,0,0,44,26.6,38,654.3,661
2213,device_03,2025-11-12 16:59:00.784434,0,0,79,25.6,39,626.1,602
2214,device_04,2025-11-12 16:59:23.616414,8,9,5,25.3,43,697.2,678
2215,device_05,2025-11-12 16:59:25.048145,0,0,146,22.9,48.4,463.5,393
2216,device_02,2025-11-12 16:59:45.706046,0,0,1056,26.4,37,708.5,690
2217,device_01,2025-11-12 16:59:51.534526,0,0,43,26.4,38,653.5,660
2218,device_03,2025-11-12 17:00:00.728501,0,0,78,25.3,39,627.4,600
2219,device_04,2025-11-12 17:00:24.227465,0,0,4,25.3,43,697.5,676
2220,device_05,2025-11-12 17:00:25.150094,0,0,146,22.9,48.4,462.2,395
2221,device_02,2025-11-12 17:00:44.927126,0,0,1054,26.4,37,706.5,685
2222,device_01,2025-11-12 17:00:51.365066,0,0,42,26.5,38,653.2,661
2223,device_03,2025-11-12 17:01:00.726258,0,0,78,25.5,39,626.3,602
2224,device_04,2025-11-12 17:01:23.573839,0,0,4,25.1,43,695.6,673
2225,device_05,2025-11-12 17:01:25.103532,0,0,145,22.8,48.4,462.6,392
2226,device_02,2025-11-12 17:01:46.134088,0,0,1057,26.5,37,705.9,687
2227,device_01,2025-11-12 17:01:51.228634,0,0,43,26.5,38,654.5,659
2228,device_03,2025-11-12 17:02:01.321787,4,4,78,25.3,39,625.4,601
2229,device_04,2025-11-12 17:02:23.557348,0,0,5,24.8,43,694.9,675
2230,device_05,2025-11-12 17:02:24.968769,0,0,147,22.8,48.5,458.9,391
2231,device_02,2025-11-12 17:02:44.901375,0,0,1055,26.6,37,702.8,684
2232,device_01,2025-11-12 17:02:51.169073,0,0,43,26.5,38,652.6,659
2233,device_03,2025-11-12 17:03:00.719735,4,4,79,25.3,39,626.4,600
2234,device_04,2025-11-12 17:03:23.733363,0,0,6,24.8,43,696.6,676
2235,device_05,2025-11-12 17:03:25.078778,0,0,146,22.8,48.4,461.3,394
2236,device_02,2025-11-12 17:03:45.550421,0,0,1054,26.4,36.9,707,686
2237,device_01,2025-11-12 17:03:51.247798,0,0,43,26.4,38,652.8,659
2238,device_03,2025-11-12 17:04:00.696636,0,0,78,25.4,39,624,597
2239,device_04,2025-11-12 17:04:24.183679,0,0,5,24.8,43,699,677
2240,device_05,2025-11-12 17:04:24.961502,0,0,146,22.8,48.4,463.9,394
2241,device_02,2025-11-12 17:04:44.905956,0,0,1053,26.5,36.2,705.1,688
2242,device_01,2025-11-12 17:04:51.232095,0,0,43,26.3,38,652.4,659
2243,device_03,2025-11-12 17:05:00.857877,0,0,79,25.5,39,624.8,596
2244,device_04,2025-11-12 17:05:23.558357,0,0,5,24.8,43,693.8,674
2245,device_05,2025-11-12 17:05:25.229154,0,0,145,22.8,48.4,459.9,389
2246,device_02,2025-11-12 17:05:45.318973,0,0,1051,26.6,36.2,704.5,682
2247,device_01,2025-11-12 17:05:51.476435,0,0,43,26.4,38,651,658
